name,steam_appid,required_age,legal_notice,platforms,categories,genres,recommendations,achievements,release_date,price,english,developer,publisher
Breathedge,738520,0,,windows,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Remote Play on Tablet;Family Sharing,Action;Adventure;Indie;Simulation,{'total': 12435},54,2021-02-25,24.99,1,RedRuins Softworks,HypeTrain Digital;RedRuins Softworks
Monster Prom,743450,0,"© 2019, Beautiful Glitch SLU",windows;mac;linux,Single-player;Multi-player;PvP;Online PvP;Shared/Split Screen PvP;Shared/Split Screen;Steam Achievements;Steam Trading Cards;Partial Controller Support;Remote Play on Phone;Remote Play on Tablet;Remote Play Together;Family Sharing,Indie;Simulation,{'total': 11243},52,2018-04-27,11.99,1,Beautiful Glitch,Those Awesome Guys
Reflex,745740,0,,windows,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud;Family Sharing,Action;Casual;Indie,{'total': 680},1502,2017-11-23,0.99,1,Easy game,Game for people
Temtem,745920,0,©2024 Crema. Temtem and the Temtem logo are trademarks and/or registered trademarks of CremaGames S.L. in the U.S. and/or other countries.,windows,Multi-player;MMO;PvP;Online PvP;Co-op;Online Co-op;Cross-Platform Multiplayer;Steam Achievements;Full controller support;Steam Trading Cards;In-App Purchases;Steam Cloud;Remote Play on Phone;Remote Play on Tablet,Adventure;Indie;Massively Multiplayer;RPG,{'total': 30742},47,2022-09-06,44.99,1,Crema,Humble Games
Cloudpunk,746850,0,,windows,Single-player;Steam Achievements;Full controller support;Steam Cloud;Family Sharing,Adventure;Indie;RPG,{'total': 11963},79,2020-04-23,19.99,1,ION LANDS,ION LANDS;Maple Whispering Limited
Zula Global,747610,0,,windows,Multi-player;MMO;PvP;Online PvP;Co-op;Online Co-op;In-App Purchases,Action;Massively Multiplayer;Free to Play,,56,2018-01-12,0.0,1,Madbyte Games,Madbyte Games
Forager,751780,0,"Copyright 2017 HopFrog, SA. All rights reserved. Forager and HopFrog are pending Trademarks.",windows,Single-player;Steam Achievements;Steam Trading Cards;Steam Workshop;Partial Controller Support;Steam Cloud;Steam Leaderboards;Commentary available;Remote Play on Phone;Remote Play on Tablet;Remote Play on TV;Family Sharing,Action;Adventure;Indie;Simulation,{'total': 30675},103,2019-04-18,19.99,1,HopFrog,Humble Games
Due Process,753650,0,,windows,Multi-player;PvP;Online PvP,Action;Adventure;Indie;Simulation;Strategy;Early Access,{'total': 4613},0,2020-11-03,14.99,1,Giant Enemy Crab,Giant Enemy Crab
Dragon Cliff,758190,0,,windows,Single-player;Steam Achievements;Steam Cloud;Family Sharing,Adventure;Casual;Indie;RPG;Simulation;Strategy,{'total': 6771},70,2018-05-11,9.99,1,Meta Interaction,Meta Interaction
Mutant Year Zero: Road to Eden,760060,0,"© 2018   ""Mutant: Year Zero®” is a registered trademark of Game Ark, LLC.  Related logos, characters, names, and distinctive likenesses thereof are trademarks or registered trademarks of Game Ark Limited. Used with permission. All rights reserved.<br />
Funcom® and Bearded Ladies™ are authorized users.<br />
© 2018 Funcom Oslo A/S. All rights reserved. Funcom® is a registered trademark of Funcom Oslo AS.",windows,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Remote Play on Tablet;Remote Play on TV;Family Sharing,RPG;Strategy,{'total': 12311},54,2018-12-04,34.99,1,The Bearded Ladies,Funcom
Cat Burglar: A Tail of Purrsuit,760510,0,Copyright/Trade Mark Gamers for Good 2018,windows,Single-player;Steam Achievements;Full controller support,Adventure;Casual;Indie,,57,2019-03-05,0.0,1,Gamers for Good,Gamers for Good
Wildermyth,763890,0,,windows;mac;linux,Single-player;Multi-player;Co-op;Online Co-op;LAN Co-op;Steam Achievements;Full controller support;Steam Workshop;Steam Cloud;Includes level editor;Remote Play Together;Family Sharing,Indie;RPG;Strategy,{'total': 14638},56,2021-06-15,24.99,1,Worldwalker Games LLC,Worldwalker Games LLC;WhisperGames
月圆之夜 (Night of Full Moon),769560,0,,windows,Single-player;Steam Achievements;Steam Cloud,Adventure;Indie;Strategy;Free to Play,{'total': 294},158,2019-07-25,0.0,1,Giant Games,Giant Games
Freeman: Guerrilla Warfare,773951,0,,windows,Single-player;Steam Achievements;Steam Trading Cards;Steam Workshop;Family Sharing,Action;Indie;RPG;Strategy,{'total': 11013},38,2019-10-04,24.99,1,KK Game Studio,KK Game Studio
Rhythm Doctor,774181,0,,windows;mac;linux,Single-player;Multi-player;Co-op;Shared/Split Screen Co-op;Shared/Split Screen;Steam Achievements;Full controller support;Steam Workshop;Steam Cloud;Includes level editor;Remote Play Together;Family Sharing,Indie;Early Access,{'total': 17938},24,2021-02-26,15.99,1,7th Beat Games,7th Beat Games;indienova
Warhammer: Chaosbane,774241,17,"Warhammer: Chaosbane © Copyright Games Workshop Limited 2019. Chaosbane, the Chaosbane logo, GW, Games Workshop, Warhammer, The Game of Fantasy Battles, the twin-tailed comet logo, and all associated logos, illustrations, images, names, creatures, races, vehicles, locations, weapons, characters, and the distinctive likeness thereof, are either ® or TM, and/or © Games Workshop Limited, variably registered around the world, and used under licence. Published by Bigben Interactive and developed by Eko Software. All rights reserved to their respective owners.",windows,Single-player;Multi-player;Co-op;Online Co-op;Shared/Split Screen Co-op;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Remote Play on TV;Remote Play Together;Family Sharing,Action;Adventure;RPG,{'total': 2827},43,2019-05-31,29.99,1,Eko Software,Nacon
SCARLET NEXUS,775500,0,SCARLET NEXUS™ & ©BANDAI NAMCO Entertainment Inc.,windows,Single-player;Steam Achievements;Full controller support;Steam Cloud;Family Sharing,Action;Adventure;RPG,{'total': 11843},53,2021-06-24,59.99,1,BANDAI NAMCO Studios Inc.,BANDAI NAMCO Entertainment
Gloomhaven,780290,0,© Twin Sails Interactive 2022. Gloomhaven™ is a trademark of Cephalofair games. All rights reserved. Gloomhaven: Digital Edition developed by Flaming Fowl,windows;mac,Single-player;Multi-player;Co-op;Online Co-op;Full controller support;Steam Trading Cards;Steam Workshop;Steam Cloud;Includes level editor;Family Sharing,Adventure;RPG;Strategy,{'total': 11865},61,2021-10-20,34.99,1,Flaming Fowl Studios;Saber Interactive,Twin Sails Interactive
Workers & Resources: Soviet Republic,784150,0,,windows,Single-player;Steam Workshop;Steam Cloud;Includes level editor;Family Sharing,Simulation;Strategy;Early Access,{'total': 14852},0,2019-03-15,39.99,1,3Division,Hooded Horse
Phoenix Wright: Ace Attorney Trilogy,787480,0,"©CAPCOM CO., LTD. 2014, 2019 ALL RIGHTS RESERVED.",windows,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud;Remote Play on Phone;Remote Play on Tablet;Family Sharing,Adventure,{'total': 23390},30,2019-04-09,29.99,1,"CAPCOM Co., Ltd.","CAPCOM Co., Ltd."
World of Warplanes,790710,0,"© 2012-2023 Wargaming.net. All rights reserved. ""World of Warplanes"", ""Wargaming.net"" and ""Wargaming"" and their respective logos are trademarks or registered trademarks of Wargaming. You may not use or display such trademarks in any manner, except as expressly permitted in legal documents of Wargaming. All third party trademarks and service marks that appear in the game are the property of their respective owners and all rights in them are reserved.",windows,Multi-player;MMO;PvP;Online PvP;Co-op;Online Co-op;Steam Trading Cards;In-App Purchases,Action;Massively Multiplayer;Simulation;Free to Play,,0,2022-02-10,0.0,1,Wargaming Group Limited, Wargaming Group Limited
Paunch,792220,0,,windows,Multi-player;PvP;Online PvP;Steam Achievements;Partial Controller Support;Stats;Steam Leaderboards,Action;Free to Play;Indie;Massively Multiplayer;RPG;Sports,,15,2019-12-04,0.0,1,Kozhakov,Kozhakov
Outward Definitive Edition,794260,0,"©Nine Dots Studio, 2015. Published 2022 by Koch Media GmbH. Prime Matter is a division of Plaion GmbH, Austria. Prime Matter and its respective logos are trademarks of Plaion GmbH.",windows,Single-player;Multi-player;Co-op;Online Co-op;Shared/Split Screen Co-op;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards;Stats;Remote Play Together;Family Sharing,RPG,{'total': 20038},72,2022-05-17,39.99,1,Nine Dots Studio,Prime Matter
LET IT DIE,794600,17,"© 2017 GungHo Online Entertainment America, Inc. All rights reserved.",windows,Single-player;Steam Achievements;Captions available;In-App Purchases;Partial Controller Support,Action;Free to Play,,14,2018-09-26,0.0,1,"GRASSHOPPER MANUFACTURE INC.;SUPERTRICK GAMES, Inc.","GungHo Online Entertainment America, Inc."
Professional Fishing,798420,0,,windows,Multi-player;PvP;Online PvP;Co-op;Online Co-op;In-App Purchases;Stats,Action;Casual;Massively Multiplayer;Simulation;Sports;Free to Play,,0,2018-11-30,0.0,1,MasterCode,Ultimate Games S.A.
Destroy All Humans!,803330,0,"© 2020 THQ Nordic AB, Sweden. Developed by Black Forest Games. Destroy All Humans, THQ and their respective logos are trademarks and/or registered trademarks of THQ Nordic AB. All rights reserved. All other trademarks, logos and copyrights are property of their respective owners.",windows,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Remote Play on Tablet;Family Sharing,Action;Adventure,{'total': 7690},40,2020-07-28,29.99,1,Black Forest Games;Pandemic Studios,THQ Nordic
Changed,814540,0,,windows,Single-player;Steam Achievements;Steam Trading Cards;Family Sharing,Adventure;Indie;RPG,{'total': 13193},6,2018-04-04,4.99,1,DragonSnow,DragonSnow
Undead Citadel,819190,0,,windows,Single-player;Steam Achievements;Tracked Controller Support;VR Only;Steam Cloud;Family Sharing,Action;Adventure;Indie;RPG,{'total': 146},25,2023-06-08,29.99,1,Dark Curry S.L.,Dark Curry S.L.
Iron Harvest,826630,0,"© 2016 and developed by KING Art Games. Published by Prime Matter, a division of Plaion GmbH (Austria). Iron Harvest® and the Iron Harvest® logo and KING Art Games are Trademarks of KING Art GmbH. World of 1920+ is a Trademark of Jakub Różalski. Prime Matter and Plaion are Trademarks of Plaion GmbH. All other trademarks are owned by respective owner. All rights reserved",windows,Single-player;Multi-player;PvP;Online PvP;Co-op;Online Co-op;Cross-Platform Multiplayer;Steam Achievements;Full controller support;Remote Play on TV;Family Sharing,Strategy,{'total': 9930},25,2020-08-31,29.99,1,KING Art,Prime Matter
Tales of the Neon Sea,828740,0,2022 Thermite Games All Rights Reserved,windows,Single-player;Steam Achievements;Partial Controller Support;Steam Cloud;Family Sharing,Adventure;Indie,{'total': 2447},58,2019-04-29,16.99,1,YiTi Games,Thermite Games
Yakuza Kiwami,834530,17,"© SEGA. SEGA, the SEGA logo and YAKUZA are either registered trademarks or trademarks of SEGA Holdings Co., Ltd. or its affiliates. All rights reserved. SEGA is registered in the U.S. Patent and Trademark Office. All other trademarks, logos and copyrights are property of their respective owners.",windows,Single-player;Multi-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Remote Play on Tablet;Remote Play on TV;Family Sharing,Action;Adventure;RPG,{'total': 13552},55,2019-02-19,19.99,1,Ryu Ga Gotoku Studio,SEGA
DEAD OR ALIVE 6,838380,0,"DEAD OR ALIVE 6 ©2019 KOEI TECMO GAMES CO., LTD. All rights reserved. The DEAD OR ALIVE logo is a registered trademark of KOEI TECMO GAMES CO., LTD.",windows,Single-player;Multi-player;PvP;Online PvP;Shared/Split Screen PvP;Steam Achievements;In-App Purchases;Partial Controller Support;Steam Cloud;Steam Leaderboards;Remote Play on Phone;Remote Play on Tablet;Remote Play on TV;Remote Play Together;Family Sharing,Action,{'total': 3820},36,2019-02-28,59.99,1,"KOEI TECMO GAMES CO., LTD.","KOEI TECMO GAMES CO., LTD."
SpedV,839200,0,,windows,Multi-player;Co-op;Online Co-op;Steam Achievements,Simulation,,40,2018-12-26,0.0,1,Freie Programme Hohenstein,Freie Programme Hohenstein
Sunset Overdrive,847370,0,"Microsoft Studios © 2018 Microsoft Corporation<br />
Insomniac Games © 2018",windows,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Remote Play on TV;Family Sharing,Action;Adventure,{'total': 9690},80,2018-11-16,19.99,1,Insomniac Games;Blind Squirrel Games,Xbox Game Studios
Dawn of Man,858810,0,,windows;mac,Single-player;Steam Achievements;Steam Workshop;Family Sharing,Indie;Simulation;Strategy,{'total': 15550},24,2019-03-01,24.99,1,Madruga Works,Madruga Works
Secret Neighbor: Hello Neighbor Multiplayer,859570,0,,windows,Multi-player;PvP;Online PvP;Co-op;Online Co-op;Steam Achievements;Steam Trading Cards;Steam Workshop;In-App Purchases;Remote Play on Phone;Remote Play on Tablet;Family Sharing,Action;Adventure;Indie,{'total': 13397},10,2019-10-24,19.99,1,Hologryph;Eerie Guest Studios,tinyBuild
Imperator: Rome,859580,0,"©2021 and published by Paradox Interactive AB, IMPERATOR: ROME and PARADOX INTERACTIVE are trademarks and/or registered trademarks of Paradox Interactive AB in Europe, the U.S., and other countries. All other trademarks, logos, and copyrights are the property of their respective owners.",windows;mac;linux,Single-player;Multi-player;PvP;Online PvP;Steam Achievements;Steam Trading Cards;Steam Workshop;Steam Cloud;Family Sharing,Simulation;Strategy,{'total': 18168},72,2019-04-25,39.99,1,Paradox Development Studio,Paradox Interactive
Session: Skate Sim,861650,13,©2022 Nacon. ©2022 Published by Nacon and developed by Crea-ture studios. All rights reserved.,windows,Single-player;Steam Achievements;Full controller support;Family Sharing,Indie;Simulation;Sports;Strategy,{'total': 10585},48,2022-09-22,39.99,1,crea-ture Studios Inc.,Nacon
Tails Noir,865610,0,© Copyright 2021 EGGNUT. Developed by EGGNUT. Published by Raw Fury AB. All Rights Reserved.,windows;mac,Single-player;Steam Achievements;Full controller support;Steam Cloud;Family Sharing,Adventure;Indie,{'total': 2057},26,2021-06-08,24.99,1,Eggnut,Raw Fury
The Walking Dead: The Final Season,866800,17,"© 2018-2019 Skybound, LLC and/or its affiliates. Based on the Comic book by Robert Kirkman, Tony Moore and Charlie Adlard. The Walking Dead is a trademark of Robert Kirkman, LLC, used with permission. The Skybound mark and any related logos are trademarks of Skybound, LLC. Telltale is a trademark of Telltale, Inc., used with permission. All rights reserved.",windows,Single-player;Steam Achievements;Full controller support;Family Sharing,Adventure,{'total': 13553},48,2018-08-13,19.99,1,Telltale Games,Skybound Games
Songs of Conquest,867210,0,©2022 Lavapotion AB. Developed by Lavapotion. Published by Coffee Stain Publishing. All rights reserved.,windows;mac,Single-player;Multi-player;PvP;Online PvP;Shared/Split Screen PvP;Co-op;Online Co-op;Shared/Split Screen Co-op;Shared/Split Screen;Cross-Platform Multiplayer;Steam Achievements;Full controller support;Captions available;Steam Cloud;Includes level editor;Remote Play Together;Family Sharing,Adventure;RPG;Strategy;Early Access,{'total': 6240},54,2022-05-10,34.99,1,Lavapotion,Coffee Stain Publishing
ROMANCE OF THE THREE KINGDOMS XIV,872410,0,"Illustrated by Keiji Hida<br />
© KOEI TECMO GAMES CO., LTD. All rights reserved.",windows,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud;Family Sharing,Simulation,{'total': 11403},47,2020-01-15,59.99,1,"KOEI TECMO GAMES CO., LTD.","KOEI TECMO GAMES CO., LTD."
The Battle of Polytopia,874390,0,© 2020 Midjiwan AB,windows;mac;linux,Single-player;Multi-player;PvP;Online PvP;Shared/Split Screen PvP;Steam Trading Cards;Partial Controller Support;Steam Turn Notifications;Family Sharing,Action;Adventure;Casual;Indie;Simulation;Strategy,{'total': 3327},0,2020-08-04,14.99,1,Midjiwan AB,Midjiwan AB
Kingdom Heroes 8,875210,0,"©USERJOY Technology Co., Ltd. All Rights Reserved.",windows,Single-player;Steam Achievements;Full controller support;Steam Cloud;Family Sharing,Action;RPG;Simulation;Strategy,{'total': 12382},56,2021-01-12,29.99,1,"USERJOY Technology Co.,Ltd.","USERJOY Technology Co.,Ltd."
Battlerite Royale,879160,0,"ⓒ 2022 Stunlock Studios AB. All rights reserved. Battlerite™ Royale and related logos, characters, names, and distinctive likenesses thereof are trademarks or registered trademarks of Stunlock Studios AB.",windows,Single-player;Multi-player;PvP;Online PvP;In-App Purchases,Action;Free to Play;Massively Multiplayer,{'total': 3389},0,2019-02-19,0.0,1,Stunlock Studios,Stunlock Studios
XCOM®: Chimera Squad,882100,0,"© 1994-2020 Take-Two Interactive Software, Inc. XCOM, Firaxis, 2K and their respective logos are trademarks of Take-Two Interactive Software, Inc. All rights reserved.",windows,Single-player;Steam Achievements;Steam Workshop;Remote Play on Tablet;Family Sharing,Strategy,{'total': 19215},40,2020-04-23,19.99,1,Firaxis Games,2K
